,user,tweet_id,created_at,text
0,_groww,1299018572606275584,2020-08-27 16:18:56,"b""If you're a Groww user, find #GrowwDigest in your email inbox to read in-depth."""
1,_groww,1299018570647498752,2020-08-27 16:18:56,"b'#GrowwDigest: Daily Highlights | 27 Aug 2020\n\n\xe2\x80\xa2 41st GST council meet held today\nThe total shortfall in GST collections is being estimated at Rs.2.35 lakh crore, said revenue secretary, Ajay Bhushan Pandey. Out of this, Rs 97,000 is due to the implementation of GST.\n\n(5/5)'"
2,_groww,1299018568776835073,2020-08-27 16:18:56,"b'#GrowwDigest: Daily Highlights | 27 Aug 2020\n\n\xe2\x80\xa2 Around 15 Lakh people took COVID insurance in a month: Subhash C Khuntia, Chairman of IRDAI. IRDAI had launched two standard Coronavirus policies: Corona Kavach and Corona Rakshak.\n\n(4/5)'"
3,_groww,1299018566956494849,2020-08-27 16:18:55,"b'#GrowwDigest: Daily Highlights | 27 Aug 2020\n\n\xe2\x80\xa2 PM Modi announced that FDI in defense manufacturing through automatic route has been hiked to 74%. Earlier, FDI in defense manufacturing was 49%.\n\n(3/5)'"
4,_groww,1299018565027115009,2020-08-27 16:18:55,"b'#GrowwDigest: Daily Highlights | 27 Aug 2020\n\n\xe2\x80\xa2 Government is planning to sell 15% of its stake in HAL Ltd. through an offer for sale. The offer opened today for non-retail investors and tomorrow for retail investors. The floor price is fixed at Rs.1,001 per share.\n\n(2/5)'"
5,_groww,1299018563156467718,2020-08-27 16:18:54,"b'#GrowwDigest: Daily Highlights | 27 Aug 2020\n\n\xe2\x80\xa2 Sensex +0.10%, Nifty +0.08%\n\nTop gainers: IndusInd Bank, Mahindra &amp; Mahindra, State Bank of India\nTop losers: ONGC, Bajaj Auto, Reliance Industries, Kotak Mahindra Bank\n\n(1/5)'"
6,_groww,1298950409965277185,2020-08-27 11:48:05,"b""@pratap_naren Here's the link to understand the same\n\nhttps://t.co/D90Ot0l2o3"""
7,_groww,1298950340125974528,2020-08-27 11:47:49,"b'@pratap_naren Hi Naren,\n\nWe would like to inform you that DP charges will be applicable when you sell any stock after receiving the delivery, for the order 13.5 + GST will be applied regardless of the quantity.'"
8,_groww,1298949486035623937,2020-08-27 11:44:25,"b""@VikramK65548929 @TheOfficialSBI @HDFC_Bank Hi Vikram,\n\nWe have Dm'ed you regarding your concern, please help us with the necessary details and we will help you out with it."""
9,_groww,1298947001694871552,2020-08-27 11:34:33,"b'@MaariVanam Hi,\n\nYou will have to send us the request from your registered email id to support@groww.in and we would be happy to assist on the same.'"
