,user,tweet_id,created_at,text
0,EconomicTimes,1299025129343782914,2020-08-27 16:45:00,"b'\xe2\x80\x98Operation Twist\xe2\x80\x99 was first used by the US Federal Reserve in 1961, and then in 2011, to lift the US economy out of recession\n \nhttps://t.co/75DvvHcudJ'"
1,EconomicTimes,1299024567298453504,2020-08-27 16:42:46,b'You can\xe2\x80\x99t get much more American than Disney. So it was quite a coup when a Chinese upstart managed to snag one of the family entertainment giant\xe2\x80\x99s senior executives.\n\nhttps://t.co/LHc90Uv3hl'
2,EconomicTimes,1299024348557107200,2020-08-27 16:41:54,"b'Sensing that an \xe2\x80\x98influential AICC section\xe2\x80\x99 had instigated local #Congress leaders of Uttar Pradesh and Maharashtra to attack Jitin Prasada, Prithiviraj Chavan, Mukul Wasnik and Milind Deora, pro-change leaders hit back on Thursday.\n\nhttps://t.co/DP6HGr0XOC'"
3,EconomicTimes,1299022066851561478,2020-08-27 16:32:50,"b'#Fed Chief says maximum #jobs main goal, average inflation target 2% | \nhttps://t.co/OjiMEuDSMl https://t.co/brvF9BvaP5'"
4,EconomicTimes,1299021356172840960,2020-08-27 16:30:00,"b'Days after PMO raised concerns over delay in its dedicated freight corridors, the Railways has identified sluggish work by contractors, the law and order situation at some places and slow progress in land acquisition by states among the key bottlenecks\n \nhttps://t.co/Gz3lZb1Qex'"
5,EconomicTimes,1299018746707603461,2020-08-27 16:19:38,"b'#Walmart Inc. has teamed up with #Microsoft Corp. in a joint bid to acquire #TikTok, a surprise move that signals the retail giant\xe2\x80\x99s desire to become a force in technology and media and reach younger shoppers.\n\nhttps://t.co/vFQZS8ClR0'"
6,EconomicTimes,1299017580565295110,2020-08-27 16:15:00,"b'Here is a guide on the prepaid plans that the three telcos have recently introduced or tweaked, and one specific plan that has run into trouble with Trai\n \nhttps://t.co/DTkQ9j7ZCf'"
7,EconomicTimes,1299015049365741569,2020-08-27 16:04:56,"b'Pacific Alliance Group (#PAG) has agreed to buy the wealth management and capital markets business of Edelweiss Financial Services that also includes investment banking, its first large deal in the country after setting up local base in 2019.\n\nhttps://t.co/hjJlfFOdlk'"
8,EconomicTimes,1299013811609903106,2020-08-27 16:00:01,b'In Pics | #Apple\xe2\x80\x99s making the #iPhoneSE in #India\nhttps://t.co/5VX4gKSzbb'
9,EconomicTimes,1299010064338915328,2020-08-27 15:45:08,"b'The report suggested raising the fiscal deficit to 7% of gross domestic product (#GDP) from the current 5.6% based on the Reserve Bank of India\xe2\x80\x99s (#RBI) revised borrowing programme, the report said.\n\nhttps://t.co/hvhNxu8Wa4'"
10,EconomicTimes,1299010030415405057,2020-08-27 15:45:00,"b'#SupremeCourt on Thursday reserved its verdict on a plea filed by businessman #VijayMallya, who has sought review of its 2017 order holding him guilty of contempt of court for transferring USD 40 million to his children\n \nhttps://t.co/GDuf4npep5'"
11,EconomicTimes,1299006962105847809,2020-08-27 15:32:48,"b'#TikTok CEO Kevin Mayer resigns, just as firm challenges US ban | https://t.co/JuAlM6ukEP https://t.co/XbaY6Wkveo'"
12,EconomicTimes,1299006454951624706,2020-08-27 15:30:47,b'Syed Zafar Islam - who was named by the #BJP as its candidate for the #RajyaSabha bypoll to a vacant seat from Uttar Pradesh - is set to be the party\xe2\x80\x99s Muslim face from the state in Parliament after four years.\n\nhttps://t.co/93kZ3YvdMB'
13,EconomicTimes,1299006257391689731,2020-08-27 15:30:00,"b""Profits at #China's industrial firms grew for a third straight month in July and at the fastest pace since June 2018, marking a bright spot in the economy as the #manufacturing sector slowly recovers from its #coronavirus slump\n \nhttps://t.co/wXsLJGoZck"""
